id,支付方式,押金,当前租约,剩余租约,最长可租,续租方式,分时出租
1281764,3月一付,1月房租,,,,无,
1266936,-,-,,,,无,
1259290,-,-,,,,无,
1276619,年付（10万）,2月房租,,,,无,
1239399,-,-,,,,无,
1242526,-,-,,,,无,
1273642,半年付（9万）,1月房租,,,,无,
1273836,年付（8万）,1月房租,,,,无,
1275454,年付（3.96万）,2000元,,,,无,
1274485,年付（4万）,1月房租,,,,无,
1272414,年付（5.6万）,10000元,,,,无,
1268211,-,-,,,,无,
1165321,年付（4.8万）,1月房租,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259242,-,-,,,,无,
1273140,半年付（12万）,1月房租,,,,无,
1248810,-,-,,,,无,
1265783,1月一付,1月房租,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1271633,3月一付,20000元,,,,无,
1270082,半年付（12万）,1月房租,,,,无,
1263324,年付（5.4万）,1月房租,,,,无,
1252376,半年付（4.86万）,1月房租,,,,无,
1267302,-,-,,,,无,
1239399,-,-,,,,无,
1267677,年付（6万）,10000元,,,,无,
1269127,3月一付,2月房租,,,,无,
1165149,年付（25万）,2月房租,,,,无,
1267297,-,-,,,,无,
1267295,-,-,,,,无,
1259977,-,-,,,,无,
1252987,-,-,,,,无,
1245316,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1266824,3月一付,1月房租,,,,无,
1230254,1月一付,2月房租,,,,无,
1262308,-,-,,,,无,
1268245,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1268246,-,-,,,,无,
1268247,-,-,,,,无,
1268249,-,-,,,,无,
1268251,-,-,,,,无,
1268229,-,-,,,,无,
1239399,-,-,,,,无,
1268231,-,-,,,,无,
1268220,-,-,,,,无,
1268201,-,-,,,,无,
1268204,-,-,,,,无,
1268205,-,-,,,,无,
1268209,-,-,,,,无,
1268185,-,-,,,,无,
1268187,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1268192,-,-,,,,无,
1268195,-,-,,,,无,
1268141,-,-,,,,无,
1268142,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1268146,-,-,,,,无,
1268150,-,-,,,,无,
1268157,-,-,,,,无,
1268169,-,-,,,,无,
1268039,-,-,,,,无,
1239399,-,-,,,,无,
1268041,-,-,,,,无,
1268042,-,-,,,,无,
1268043,-,-,,,,无,
1268044,-,-,,,,无,
1268045,-,-,,,,无,
1268046,-,-,,,,无,
1268054,-,-,,,,无,
1267906,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267914,-,-,,,,无,
1267918,-,-,,,,无,
1267922,-,-,,,,无,
1267956,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267959,-,-,,,,无,
1267962,-,-,,,,无,
1267963,-,-,,,,无,
1267970,-,-,,,,无,
1267979,-,-,,,,无,
1239399,-,-,,,,无,
1267909,-,-,,,,无,
1267808,-,-,,,,无,
1267810,-,-,,,,无,
1267816,-,-,,,,无,
1267822,-,-,,,,无,
1267826,-,-,,,,无,
1267828,-,-,,,,无,
1267832,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267843,-,-,,,,无,
1267851,-,-,,,,无,
1267863,-,-,,,,无,
1267866,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267896,-,-,,,,无,
1267876,-,-,,,,无,
1267882,-,-,,,,无,
1267780,-,-,,,,无,
1267784,-,-,,,,无,
1239399,-,-,,,,无,
1267791,-,-,,,,无,
1267706,-,-,,,,无,
1267710,-,-,,,,无,
1267711,-,-,,,,无,
1267713,-,-,,,,无,
1267716,-,-,,,,无,
1267719,-,-,,,,无,
1267724,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267727,-,-,,,,无,
1267731,-,-,,,,无,
1267732,-,-,,,,无,
1267739,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267740,-,-,,,,无,
1267750,-,-,,,,无,
1266411,3月一付,1月房租,,,,无,
1266448,3月一付,1月房租,,,,无,
1266799,3月一付,1月房租,,,,无,
1239399,-,-,,,,无,
1266819,3月一付,1月房租,,,,无,
1267517,-,-,,,,无,
1267527,-,-,,,,无,
1267529,-,-,,,,无,
1267212,-,-,,,,无,
1267214,-,-,,,,无,
1267426,-,-,,,,无,
1267430,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267432,-,-,,,,无,
1267439,-,-,,,,无,
1267441,-,-,,,,无,
1267445,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267447,-,-,,,,无,
1267450,-,-,,,,无,
1267453,-,-,,,,无,
1267456,-,-,,,,无,
1267460,-,-,,,,无,
1239399,-,-,,,,无,
1267466,-,-,,,,无,
1267473,-,-,,,,无,
1267475,-,-,,,,无,
1267479,-,-,,,,无,
1267480,-,-,,,,无,
1267481,-,-,,,,无,
1267487,-,-,,,,无,
1267488,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267490,-,-,,,,无,
1267491,-,-,,,,无,
1267337,-,-,,,,无,
1267346,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267362,-,-,,,,无,
1267367,-,-,,,,无,
1267375,-,-,,,,无,
1267376,-,-,,,,无,
1267378,-,-,,,,无,
1239399,-,-,,,,无,
1267384,-,-,,,,无,
1267386,-,-,,,,无,
1267389,-,-,,,,无,
1267391,-,-,,,,无,
1267395,-,-,,,,无,
1267400,-,-,,,,无,
1267403,-,-,,,,无,
1267218,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267225,-,-,,,,无,
1267232,-,-,,,,无,
1267234,-,-,,,,无,
1267241,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267242,-,-,,,,无,
1267243,-,-,,,,无,
1267251,-,-,,,,无,
1267253,-,-,,,,无,
1267255,-,-,,,,无,
1239399,-,-,,,,无,
1267257,-,-,,,,无,
1267262,-,-,,,,无,
1267263,-,-,,,,无,
1267265,-,-,,,,无,
1267270,-,-,,,,无,
1267271,-,-,,,,无,
1267273,-,-,,,,无,
1267278,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267279,-,-,,,,无,
1267282,-,-,,,,无,
1267284,-,-,,,,无,
1267288,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267290,-,-,,,,无,
1267291,-,-,,,,无,
1267293,-,-,,,,无,
1267300,-,-,,,,无,
1266930,-,-,,,,无,
1239399,-,-,,,,无,
1267120,-,-,,,,无,
1267121,-,-,,,,无,
1267123,-,-,,,,无,
1267129,-,-,,,,无,
1267143,-,-,,,,无,
1267145,-,-,,,,无,
1267147,-,-,,,,无,
1267163,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267170,-,-,,,,无,
1267174,-,-,,,,无,
1267180,-,-,,,,无,
1267181,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1267183,-,-,,,,无,
1267200,-,-,,,,无,
1267197,-,-,,,,无,
1267189,-,-,,,,无,
1267022,-,-,,,,无,
1239399,-,-,,,,无,
1267034,-,-,,,,无,
1267049,-,-,,,,无,
1267052,-,-,,,,无,
1267059,-,-,,,,无,
1267064,-,-,,,,无,
1267066,-,-,,,,无,
1267078,-,-,,,,无,
1267091,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1267097,-,-,,,,无,
1267099,-,-,,,,无,
1267101,-,-,,,,无,
1267104,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1266943,-,-,,,,无,
1266951,-,-,,,,无,
1266971,-,-,,,,无,
1266974,-,-,,,,无,
1266976,-,-,,,,无,
1239399,-,-,,,,无,
1266978,-,-,,,,无,
1266983,-,-,,,,无,
1266999,-,-,,,,无,
1267001,-,-,,,,无,
1267004,-,-,,,,无,
1267009,-,-,,,,无,
1267014,-,-,,,,无,
1266963,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1266960,-,-,,,,无,
1266883,-,-,,,,无,
1266886,-,-,,,,无,
1266894,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1266909,-,-,,,,无,
1266908,-,-,,,,无,
1266906,-,-,,,,无,
1266905,-,-,,,,无,
1266899,-,-,,,,无,
1239399,-,-,,,,无,
1266813,-,-,,,,无,
1266814,-,-,,,,无,
1266815,-,-,,,,无,
1261204,-,-,,,,无,
1265177,年付（12万）,1月房租,,,,无,
1265181,年付（2.16万）,1月房租,,,,无,
1264623,年付（12万）,1月房租,,,,无,
1264399,半年付（36万）,1月房租,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259316,-,-,,,,无,
1263027,1月一付,2月房租,,,,无,
1262278,半年付（7.8万）,1月房租,,,,无,
1260893,半年付（4.5万）,1月房租,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257755,-,-,,,,无,
1262428,-,-,,,,无,
1262394,-,-,,,,无,
1262389,-,-,,,,无,
1262387,-,-,,,,无,
1239399,-,-,,,,无,
1262367,-,-,,,,无,
1262356,-,-,,,,无,
1262341,-,-,,,,无,
1262329,-,-,,,,无,
1262328,-,-,,,,无,
1262326,-,-,,,,无,
1262323,-,-,,,,无,
1262320,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1262312,-,-,,,,无,
1262309,-,-,,,,无,
1262304,-,-,,,,无,
1262296,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1262297,-,-,,,,无,
1262298,-,-,,,,无,
1262299,-,-,,,,无,
1262300,-,-,,,,无,
1262279,-,-,,,,无,
1239399,-,-,,,,无,
1262283,-,-,,,,无,
1262284,-,-,,,,无,
1262281,-,-,,,,无,
1262280,-,-,,,,无,
1262282,-,-,,,,无,
1262285,-,-,,,,无,
1262286,-,-,,,,无,
1262288,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1262289,-,-,,,,无,
1262290,-,-,,,,无,
1262291,-,-,,,,无,
1262292,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1262294,-,-,,,,无,
1262293,-,-,,,,无,
1262275,-,-,,,,无,
1262276,-,-,,,,无,
1262274,-,-,,,,无,
1239399,-,-,,,,无,
1262249,-,-,,,,无,
1262250,-,-,,,,无,
1262238,-,-,,,,无,
1262239,-,-,,,,无,
1262240,-,-,,,,无,
1262241,-,-,,,,无,
1262243,-,-,,,,无,
1262245,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1262246,-,-,,,,无,
1262247,-,-,,,,无,
1261920,-,-,,,,无,
1261877,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261878,-,-,,,,无,
1261886,-,-,,,,无,
1257271,-,-,,,,无,
1261842,-,-,,,,无,
1261843,-,-,,,,无,
1239399,-,-,,,,无,
1261820,-,-,,,,无,
1261822,-,-,,,,无,
1261754,-,-,,,,无,
1261763,-,-,,,,无,
1261784,-,-,,,,无,
1261785,-,-,,,,无,
1261788,-,-,,,,无,
1261791,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261800,-,-,,,,无,
1261804,-,-,,,,无,
1261765,-,-,,,,无,
1261723,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261724,-,-,,,,无,
1261725,-,-,,,,无,
1261733,-,-,,,,无,
1261737,-,-,,,,无,
1261466,-,-,,,,无,
1239399,-,-,,,,无,
1261468,-,-,,,,无,
1261471,-,-,,,,无,
1261608,-,-,,,,无,
1261610,-,-,,,,无,
1261612,-,-,,,,无,
1261481,-,-,,,,无,
1261490,-,-,,,,无,
1261492,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261497,-,-,,,,无,
1261499,-,-,,,,无,
1261503,-,-,,,,无,
1261506,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261509,-,-,,,,无,
1261511,-,-,,,,无,
1261515,-,-,,,,无,
1261516,-,-,,,,无,
1261518,-,-,,,,无,
1239399,-,-,,,,无,
1261526,-,-,,,,无,
1261549,-,-,,,,无,
1261539,-,-,,,,无,
1261392,-,-,,,,无,
1261395,-,-,,,,无,
1261402,-,-,,,,无,
1261429,-,-,,,,无,
1261431,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261434,-,-,,,,无,
1261435,-,-,,,,无,
1261444,-,-,,,,无,
1261454,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261422,-,-,,,,无,
1261417,-,-,,,,无,
1261416,-,-,,,,无,
1261333,-,-,,,,无,
1261337,-,-,,,,无,
1239399,-,-,,,,无,
1261341,-,-,,,,无,
1261343,-,-,,,,无,
1261349,-,-,,,,无,
1261354,-,-,,,,无,
1261355,-,-,,,,无,
1261356,-,-,,,,无,
1261357,-,-,,,,无,
1261359,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261363,-,-,,,,无,
1261367,-,-,,,,无,
1261368,-,-,,,,无,
1261378,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261375,-,-,,,,无,
1261374,-,-,,,,无,
1261373,-,-,,,,无,
1261196,-,-,,,,无,
1261273,-,-,,,,无,
1239399,-,-,,,,无,
1261274,-,-,,,,无,
1261276,-,-,,,,无,
1261289,-,-,,,,无,
1261292,-,-,,,,无,
1261296,-,-,,,,无,
1261298,-,-,,,,无,
1261299,-,-,,,,无,
1261301,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261304,-,-,,,,无,
1261310,-,-,,,,无,
1261312,-,-,,,,无,
1261314,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261323,-,-,,,,无,
1261198,-,-,,,,无,
1261200,-,-,,,,无,
1261203,-,-,,,,无,
1261212,-,-,,,,无,
1239399,-,-,,,,无,
1261214,-,-,,,,无,
1261218,-,-,,,,无,
1261222,-,-,,,,无,
1261224,-,-,,,,无,
1261239,-,-,,,,无,
1261243,-,-,,,,无,
1261252,-,-,,,,无,
1261254,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1261259,-,-,,,,无,
1261260,-,-,,,,无,
1261266,-,-,,,,无,
1261261,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1261264,-,-,,,,无,
1261191,-,-,,,,无,
1254377,-,-,,,,无,
1260073,-,-,,,,无,
1260049,-,-,,,,无,
1239399,-,-,,,,无,
1259938,-,-,,,,无,
1259940,-,-,,,,无,
1259944,-,-,,,,无,
1259949,-,-,,,,无,
1259952,-,-,,,,无,
1259956,-,-,,,,无,
1259957,-,-,,,,无,
1259965,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259966,-,-,,,,无,
1259968,-,-,,,,无,
1259972,-,-,,,,无,
1259980,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259979,-,-,,,,无,
1259974,-,-,,,,无,
1259975,-,-,,,,无,
1259893,-,-,,,,无,
1259909,-,-,,,,无,
1239399,-,-,,,,无,
1259912,-,-,,,,无,
1259914,-,-,,,,无,
1259917,-,-,,,,无,
1259921,-,-,,,,无,
1259861,-,-,,,,无,
1259862,-,-,,,,无,
1259863,-,-,,,,无,
1259865,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259874,-,-,,,,无,
1259881,-,-,,,,无,
1259883,-,-,,,,无,
1259887,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259828,-,-,,,,无,
1259831,-,-,,,,无,
1259836,-,-,,,,无,
1259841,-,-,,,,无,
1259849,-,-,,,,无,
1239399,-,-,,,,无,
1259854,-,-,,,,无,
1259851,-,-,,,,无,
1259850,-,-,,,,无,
1259820,-,-,,,,无,
1241498,年付（5.4万）,1月房租,,,,无,
1259332,-,-,,,,无,
1259331,-,-,,,,无,
1259333,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259334,-,-,,,,无,
1259335,-,-,,,,无,
1259336,-,-,,,,无,
1259337,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259338,-,-,,,,无,
1259339,-,-,,,,无,
1259340,-,-,,,,无,
1259341,-,-,,,,无,
1259342,-,-,,,,无,
1239399,-,-,,,,无,
1259343,-,-,,,,无,
1259344,-,-,,,,无,
1259345,-,-,,,,无,
1259346,-,-,,,,无,
1259347,-,-,,,,无,
1259348,-,-,,,,无,
1259322,-,-,,,,无,
1259324,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259323,-,-,,,,无,
1259325,-,-,,,,无,
1259326,-,-,,,,无,
1259327,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259328,-,-,,,,无,
1259329,-,-,,,,无,
1259330,-,-,,,,无,
1259321,-,-,,,,无,
1259312,-,-,,,,无,
1239399,-,-,,,,无,
1259313,-,-,,,,无,
1259315,-,-,,,,无,
1259317,-,-,,,,无,
1259318,-,-,,,,无,
1259319,-,-,,,,无,
1259291,-,-,,,,无,
1259292,-,-,,,,无,
1259294,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259295,-,-,,,,无,
1259296,-,-,,,,无,
1259297,-,-,,,,无,
1259298,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259299,-,-,,,,无,
1259300,-,-,,,,无,
1259301,-,-,,,,无,
1259302,-,-,,,,无,
1259304,-,-,,,,无,
1239399,-,-,,,,无,
1259305,-,-,,,,无,
1259306,-,-,,,,无,
1259307,-,-,,,,无,
1259271,-,-,,,,无,
1259272,-,-,,,,无,
1259273,-,-,,,,无,
1259275,-,-,,,,无,
1259276,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1259278,-,-,,,,无,
1259280,-,-,,,,无,
1259281,-,-,,,,无,
1259282,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1259283,-,-,,,,无,
1259284,-,-,,,,无,
1259285,-,-,,,,无,
1259257,-,-,,,,无,
1259258,-,-,,,,无,
1239399,-,-,,,,无,
1259259,-,-,,,,无,
1259260,-,-,,,,无,
1259262,-,-,,,,无,
1259266,-,-,,,,无,
1259245,-,-,,,,无,
1253109,-,-,,,,无,
1253105,-,-,,,,无,
1247560,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1199419,年付（1.92万）,,,,,无,
1258452,-,-,,,,无,
1258451,-,-,,,,无,
1258453,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1258454,-,-,,,,无,
1258455,-,-,,,,无,
1258456,-,-,,,,无,
1258429,-,-,,,,无,
1258424,-,-,,,,无,
1239399,-,-,,,,无,
1258425,-,-,,,,无,
1258426,-,-,,,,无,
1258427,-,-,,,,无,
1258423,-,-,,,,无,
1258413,-,-,,,,无,
1258408,-,-,,,,无,
1258410,-,-,,,,无,
1258289,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1258217,-,-,,,,无,
1258218,-,-,,,,无,
1258223,-,-,,,,无,
1258225,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1258237,-,-,,,,无,
1258249,-,-,,,,无,
1258251,-,-,,,,无,
1258253,-,-,,,,无,
1258161,-,-,,,,无,
1239399,-,-,,,,无,
1258176,-,-,,,,无,
1258177,-,-,,,,无,
1258181,-,-,,,,无,
1258180,-,-,,,,无,
1258188,-,-,,,,无,
1258169,-,-,,,,无,
1258167,-,-,,,,无,
1258212,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253031,-,-,,,,无,
1258153,-,-,,,,无,
1252159,-,-,,,,无,
1257964,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257966,-,-,,,,无,
1257969,-,-,,,,无,
1257971,-,-,,,,无,
1257972,-,-,,,,无,
1257974,-,-,,,,无,
1239399,-,-,,,,无,
1257976,-,-,,,,无,
1257978,-,-,,,,无,
1257983,-,-,,,,无,
1257990,-,-,,,,无,
1257991,-,-,,,,无,
1257992,-,-,,,,无,
1257993,-,-,,,,无,
1257996,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257894,-,-,,,,无,
1257896,-,-,,,,无,
1257899,-,-,,,,无,
1257907,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257916,-,-,,,,无,
1257919,-,-,,,,无,
1257920,-,-,,,,无,
1257922,-,-,,,,无,
1257924,-,-,,,,无,
1239399,-,-,,,,无,
1257940,-,-,,,,无,
1257849,-,-,,,,无,
1257854,-,-,,,,无,
1257857,-,-,,,,无,
1257859,-,-,,,,无,
1257860,-,-,,,,无,
1257862,-,-,,,,无,
1257864,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257832,-,-,,,,无,
1257836,-,-,,,,无,
1257839,-,-,,,,无,
1257841,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257844,-,-,,,,无,
1257779,-,-,,,,无,
1257780,-,-,,,,无,
1257783,-,-,,,,无,
1257784,-,-,,,,无,
1239399,-,-,,,,无,
1257792,-,-,,,,无,
1257795,-,-,,,,无,
1257797,-,-,,,,无,
1257800,-,-,,,,无,
1257803,-,-,,,,无,
1257805,-,-,,,,无,
1257806,-,-,,,,无,
1257808,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257810,-,-,,,,无,
1257725,-,-,,,,无,
1257727,-,-,,,,无,
1257734,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257737,-,-,,,,无,
1257739,-,-,,,,无,
1257743,-,-,,,,无,
1257760,-,-,,,,无,
1257758,-,-,,,,无,
1239399,-,-,,,,无,
1257757,-,-,,,,无,
1257752,-,-,,,,无,
1257750,-,-,,,,无,
1257664,-,-,,,,无,
1257672,-,-,,,,无,
1257673,-,-,,,,无,
1257675,-,-,,,,无,
1257681,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257684,-,-,,,,无,
1257690,-,-,,,,无,
1257695,-,-,,,,无,
1257701,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257699,-,-,,,,无,
1257698,-,-,,,,无,
1257604,-,-,,,,无,
1257610,-,-,,,,无,
1257611,-,-,,,,无,
1239399,-,-,,,,无,
1257614,-,-,,,,无,
1257615,-,-,,,,无,
1257622,-,-,,,,无,
1257624,-,-,,,,无,
1257649,-,-,,,,无,
1257647,-,-,,,,无,
1257644,-,-,,,,无,
1257556,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257562,-,-,,,,无,
1238396,年付（1.8万）,1月房租,,,,无,
1228558,年付（26.4万）,1月房租,,,,无,
1257247,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257249,-,-,,,,无,
1257250,-,-,,,,无,
1257254,-,-,,,,无,
1257256,-,-,,,,无,
1257355,-,-,,,,无,
1239399,-,-,,,,无,
1257360,-,-,,,,无,
1257361,-,-,,,,无,
1257362,-,-,,,,无,
1257386,-,-,,,,无,
1257392,-,-,,,,无,
1257395,-,-,,,,无,
1257396,-,-,,,,无,
1257409,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257414,-,-,,,,无,
1257415,-,-,,,,无,
1257420,-,-,,,,无,
1257367,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257369,-,-,,,,无,
1257375,-,-,,,,无,
1257267,-,-,,,,无,
