id,支付方式,押金,当前租约,剩余租约,最长可租,续租方式,分时出租
1260110,半年付（16.8万）,2月房租,-,-,60个月,无,否
1235963,1月一付,,-,12个月,12个月,无,否
1286953,3月一付,3月房租,-,-,120个月,无,否
1297706,3月一付,2月房租,-,48个月,60个月,无,否
1271855,半年付（24万）,1月房租,-,24个月,24个月,无,否
1273497,年付（18万）,1月房租,-,30个月,36个月,无,否
1155661,半年付（12万）,1月房租,-,-,60个月,无,否
1218565,年付（7.6万）,1月房租,-,-,60个月,无,否
1269613,3月一付,2月房租,-,-,12个月,无,否
1149919,年付（18万）,1月房租,-,-,36个月,无,否
1243993,3月一付,2月房租,-,-,36个月,无,否
1170568,半年付（67.2万）,3月房租,-,-,36个月,无,否
1168622,7月一付,1月房租,-,10个月,12个月,无,否
1258294,半年付（12万）,1月房租,-,5个月,60个月,无,否
1275334,1月一付,3月房租,-,-,12个月,无,否
1027133,3月一付,1月房租,-,2个月,12个月,无,否
1268711,半年付（72万）,2月房租,-,-,24个月,无,否
1251884,年付（75万）,1月房租,-,8个月,60个月,无,否
781211,半年付（10万）,1月房租,-,-,12个月,无,否
1285054,半年付（2.4万）,1月房租,-,-,12个月,无,否
1296536,,,,,,无,
1284944,半年付（21万）,2月房租,-,-,12个月,无,否
830192,半年付（37.5万）,2月房租,-,60个月,60个月,另签一份,否
1268256,半年付（24万）,2月房租,-,48个月,60个月,无,否
1286662,半年付（6万）,1月房租,-,-,24个月,无,否
1252672,3月一付,2月房租,-,-,24个月,无,否
1251279,半年付（10.38万）,1月房租,-,-,36个月,无,-
1232945,半年付（8.58万）,2月房租,-,24个月,24个月,无,否
1286080,3月一付,3月房租,-,-,12个月,无,否
1047711,3月一付,2月房租,-,-,36个月,无,否
1218569,3月一付,,-,10个月,12个月,无,否
1262723,半年付（54.96万）,2月房租,-,5个月,66个月,无,否
1254121,半年付（3万）,1月房租,-,-,60个月,无,否
1251793,3月一付,3月房租,-,24个月,36个月,无,否
1297804,3月一付,1月房租,-,24个月,36个月,无,否
1262230,半年付（21万）,1月房租,-,-,36个月,无,-
1238451,半年付（8.4万）,1月房租,-,-,12个月,无,否
1173230,半年付（5.4万）,1月房租,-,-,36个月,无,否
1287288,,,,,,无,
1288662,,,,,,无,
1122649,3月一付,3月房租,-,-,60个月,无,否
1224503,半年付（20.5万）,2月房租,-,24个月,36个月,无,否
1294738,,,,,,无,
1227566,半年付（7.98万）,2月房租,-,-,60个月,无,否
1294696,3月一付,2月房租,-,-,60个月,无,否
1297269,,,,,,无,
1222949,半年付（10.8万）,3月房租,-,-,36个月,无,否
1187541,年付（21万）,10000元,-,6个月,36个月,无,否
1272395,3月一付,1月房租,-,-,60个月,无,否
1288426,1月一付,3月房租,-,1个月,12个月,无,否
1288425,,,,,,无,
1282318,年付（7万）,5000元,-,8个月,12个月,另签一份,否
933215,年付（24万）,1月房租,-,-,12个月,无,否
1252736,3月一付,2月房租,-,16个月,12个月,无,否
1254985,半年付（12.6万）,25000元,-,3个月,60个月,无,否
1287987,,,,,,无,
1260804,半年付（15.5万）,1月房租,-,36个月,36个月,无,否
1271971,半年付（17.52万）,1月房租,-,-,36个月,无,否
1282458,半年付（33万）,2月房租,-,-,60个月,无,否
1135128,,,,,,无,
1251760,3月一付,,-,2个月,24个月,无,否
1273971,半年付（3.75万）,1月房租,-,-,24个月,无,否
1298691,,,,,,无,
1282281,,,,,,无,
1298281,3月一付,1月房租,-,-,12个月,无,否
1258603,3月一付,3月房租,-,-,36个月,无,招租早点
1155082,3月一付,2月房租,-,1个月,24个月,另签一份,否
1287911,半年付（4.5万）,1月房租,-,9个月,12个月,无,否
1209852,年付（7.8万）,1月房租,-,-,12个月,无,否
1293797,半年付（6万）,1月房租,-,-,-,无,否
1284270,半年付（14.7万）,3月房租,-,-,12个月,无,否
1271194,半年付（22.8万）,1月房租,-,12个月,60个月,无,否
1280094,半年付（20万）,1月房租,-,-,60个月,无,否
1277009,1月一付,3月房租,-,-,12个月,无,否
1281004,3月一付,3月房租,-,-,36个月,无,否
1252634,半年付（13.2万）,2月房租,-,8个月,36个月,无,否
1287219,,,,,,无,
1257246,半年付（15.3万）,1月房租,-,5个月,36个月,无,否
779084,3月一付,1月房租,-,-,12个月,无,否
1252419,半年付（11.48万）,3月房租,-,-,36个月,无,否
1296538,,,,,,无,
1282708,,,,,,无,
1263186,半年付（25万）,2月房租,-,60个月,72个月,无,否
1280830,半年付（84万）,3月房租,-,-,60个月,无,否
1255209,半年付,2月房租,-,3个月,60个月,无,否
974068,半年付（24.3万）,1月房租,-,-,120个月,无,否
1284782,3月一付,1月房租,-,-,12个月,无,否
907037,年付（10.08万）,1月房租,-,2个月,12个月,无,否
944499,半年付（5.4万）,,-,-,36个月,无,否
1259826,半年付（20.1万）,3月房租,-,66个月,36个月,无,否
795909,2月一付,2月房租,-,-,12个月,无,否
846216,2月一付,2月房租,-,-,24个月,另签一份,否
1297011,,,,,,无,
1288089,,,,,,无,
1262489,3月一付,1月房租,-,2个月,36个月,无,否
1272435,2月一付,2月房租,-,2个月,-,继续使用原租约,否
1265085,3月一付,1月房租,-,18个月,24个月,无,否
1259268,半年付（24万）,2月房租,-,63个月,63个月,无,否
1226972,半年付（70.26万）,2月房租,3个月,-,36个月,无,否
1296372,,,,,,无,
1276637,1月一付,3月房租,-,-,12个月,无,否
1287242,,,,,,无,
1280817,3月一付,1月房租,-,-,12个月,无,否
1248410,3月一付,1月房租,-,-,12个月,无,招租夜市
631402,,,,,,无,
1260954,半年付（1.75万）,1月房租,-,-,24个月,无,否
1235501,3月一付,2月房租,-,-,36个月,无,否
1283477,3月一付,1月房租,-,-,60个月,无,否
1269163,3月一付,2月房租,-,12个月,12个月,无,否
1256233,半年付（5.16万）,1月房租,-,-,36个月,无,否
1255791,3月一付,2月房租,-,-,36个月,无,否
1283999,,,,,,无,
1269396,半年付（12.6万）,50000元,-,-,12个月,无,否
1233830,3月一付,3月房租,-,-,60个月,无,否
1262000,半年付（12.18万）,2月房租,-,-,36个月,无,否
1276784,半年付（3.63万）,1月房租,-,-,12个月,无,否
1223672,3月一付,,-,36个月,36个月,无,否
1282283,半年付（9万）,1月房租,-,-,36个月,无,否
1264161,半年付（7.98万）,2月房租,-,1个月,36个月,无,否
1274487,半年付（6.25万）,1月房租,-,60个月,60个月,无,否
1227481,年付（9万）,1月房租,-,5个月,36个月,无,否
1269786,半年付（7.2万）,1月房租,-,-,60个月,无,招租早点
1297178,,,,,,无,
1275203,3月一付,3月房租,-,-,60个月,无,否
1294243,半年付（3.9万）,1月房租,-,-,60个月,无,否
1259204,3月一付,1月房租,-,42个月,-,无,否
1298519,,,,,,无,
1207724,3月一付,1月房租,-,-,36个月,无,否
1060211,半年付（92.34万）,1月房租,-,-,24个月,无,否
1182953,年付（42万）,1月房租,-,16个月,60个月,继续使用原租约,否
1236942,半年付（4.8万）,1月房租,-,-,60个月,无,否
1292302,年付（152.4万）,1月房租,-,-,12个月,无,否
1255931,半年付（24.96万）,2月房租,-,-,60个月,无,否
1193157,半年付（9万）,1月房租,-,12个月,36个月,继续使用原租约 另签一份,否
1249252,半年付（7.2万）,10000元,-,6个月,24个月,无,否
1281830,3月一付,3月房租,-,-,48个月,无,否
1264708,半年付（27万）,1月房租,-,-,36个月,无,否
1288431,半年付（25.29万）,2月房租,-,-,12个月,无,否
1292633,,,,,,无,
1257440,3月一付,1月房租,-,-,-,无,否
1288356,3月一付,1月房租,-,-,12个月,无,否
1256518,半年付（21.6万）,2月房租,-,12个月,-,无,-
1292733,3月一付,1月房租,-,21个月,36个月,无,否
1288289,年付（16.08万）,1月房租,-,58个月,60个月,无,否
1238093,3月一付,1月房租,-,-,12个月,无,招租早点
1284026,,,,,,无,
1198529,半年付（5.1万）,1月房租,-,-,60个月,无,否
1288529,,,,,,无,
1296360,半年付（11.4万）,2月房租,-,-,36个月,无,否
1273502,1月一付,40000元,-,9个月,12个月,无,否
1271864,1月一付,1月房租,-,-,36个月,无,否
1271564,3月一付,2月房租,-,-,12个月,无,否
1296366,半年付（219万）,2月房租,-,-,-,无,否
1268726,,,,,,无,
1263217,年付（42.12万）,1月房租,-,-,36个月,无,否
1243207,1月一付,3月房租,-,-,12个月,无,否
1238401,半年付（10万）,1月房租,-,-,12个月,无,否
1220676,年付（20万）,1月房租,-,-,36个月,无,-
1220474,,,,,,无,
1267623,半年付（20.45万）,1月房租,-,-,36个月,无,否
1261689,3月一付,6月房租,-,-,24个月,无,否
1057587,3月一付,1月房租,-,-,12个月,无,否
1260802,1月一付,3月房租,-,-,12个月,无,-
1227644,半年付（6.6万）,1月房租,-,-,18个月,无,否
1262482,,,,,,无,
1266479,年付（20万）,30000元,-,-,60个月,无,否
1275175,2月一付,1月房租,-,-,60个月,无,否
1254328,半年付（12.24万）,2月房租,-,12个月,96个月,无,否
1264256,1月一付,3月房租,-,-,60个月,无,否
1263106,年付（18万）,1月房租,-,-,-,无,否
1275200,,,,,,无,
665187,2月一付,3月房租,1年,-,12个月,无,否
1233918,,,,,,无,
1224131,半年付（6.6万）,1月房租,-,-,36个月,无,否
1231400,半年付（84万）,1月房租,-,-,120个月,无,否
1241138,半年付（25.2万）,1月房租,-,84个月,120个月,无,否
1274468,,,,,,无,
1058730,年付（16.8万）,1月房租,-,-,24个月,另签一份,否
1270506,3月一付,3月房租,-,-,12个月,无,否
1278550,年付（5.6万）,10000元,-,-,12个月,无,否
1284412,半年付（4.5万）,1月房租,-,-,60个月,无,否
1263624,3月一付,1月房租,-,18个月,60个月,无,否
1271173,3月一付,3月房租,-,46个月,120个月,另签一份,否
1273392,3月一付,52000元,-,1个月,12个月,无,否
1268969,3月一付,2月房租,-,3个月,12个月,另签一份,否
1296516,年付（33万）,,-,1个月,36个月,另签一份,否
1285304,半年付（12.48万）,2月房租,-,-,36个月,无,否
1283344,半年付（2.4万）,1月房租,-,-,12个月,无,招租早点
1276136,3月一付,1月房租,-,-,12个月,无,否
1297926,,,,,,无,
1284059,1月一付,2月房租,-,-,-,无,否
1285306,3月一付,1月房租,-,60个月,60个月,无,否
1286078,3月一付,1月房租,-,-,60个月,无,否
1279513,半年付（8.77万）,2月房租,-,-,-,无,否
1284303,半年付（3.6万）,10000元,-,-,12个月,无,否
1286353,3月一付,1月房租,-,-,36个月,无,否
1271780,,,,,,无,
1292676,,,,,,无,
965490,半年付（25.2万）,3月房租,-,-,36个月,另签一份,否
1292705,3月一付,1月房租,-,-,36个月,无,否
1285055,半年付（9.6万）,20000元,-,2个月,12个月,无,否
1296886,,,,,,无,
1202558,,,,,,无,
1269897,,,,,,无,
1266711,年付（50万）,1月房租,-,-,60个月,无,否
1284065,,,,,,无,
1288800,3月一付,1月房租,-,-,-,无,否
1276970,3月一付,10000元,-,-,60个月,无,否
1237808,,,,,,无,
1297145,,,,,,无,
1268984,半年付（30万）,1月房租,-,42个月,72个月,无,否
1274523,3月一付,2月房租,-,-,60个月,无,否
1275895,半年付（27.6万）,2月房租,-,99个月,99个月,无,否
1251305,年付（6万）,1月房租,-,1个月,36个月,无,否
1262800,2月一付,3月房租,-,-,60个月,无,否
1280300,半年付（7.2万）,1月房租,-,-,12个月,无,否
1294866,,,,,,无,
1278553,半年付（6.9万）,1月房租,-,-,12个月,无,否
1181200,,,,,,无,
1285291,,,,,,无,
1293943,,,,,,无,
1252686,,,,,,无,
1272344,3月一付,2月房租,-,-,12个月,无,否
1293274,,,,,,无,
1294017,,,,,,无,
1271899,,,,,,无,
1287406,半年付（9万）,3月房租,-,-,60个月,无,否
1276695,,,,,,无,
1287097,3月一付,2月房租,-,40个月,48个月,无,否
1265975,半年付（17.28万）,1月房租,-,60个月,60个月,无,否
1294837,,,,,,无,
1268683,半年付（10.8万）,1月房租,-,-,60个月,无,否
1266605,3月一付,1月房租,-,-,36个月,无,否
1220190,年付（7.2万）,,-,-,12个月,无,否
1220225,半年付（11.4万）,1月房租,-,12个月,24个月,无,否
992318,1月一付,1月房租,-,1个月,6个月,无,否
1279184,半年付（3.3万）,2月房租,-,-,12个月,无,否
1293475,,,,,,无,
1264645,,,,,,无,
1297128,半年付（11.4万）,1月房租,-,-,60个月,无,否
1292453,3月一付,1月房租,-,-,-,无,否
1287670,3月一付,1月房租,-,-,-,无,否
1288823,,,,,,无,
1281277,3月一付,1月房租,-,60个月,72个月,无,否
1287283,半年付（42.12万）,3月房租,-,-,24个月,无,否
1132761,半年付（42万）,1月房租,-,-,60个月,无,否
1279659,,,,,,无,
1134533,半年付（5.58万）,1月房租,-,24个月,24个月,继续使用原租约,否
1264142,2月一付,2月房租,-,-,12个月,无,否
1269651,,,,,,无,
1292808,3月一付,1月房租,-,-,36个月,无,否
1179900,,,,,,无,
1272207,,,,,,无,
1278337,,,,,,无,
1165871,半年付（27.5万）,2月房租,-,-,36个月,无,-
1281790,,,,,,无,
1287962,半年付（3万）,1月房租,-,-,12个月,无,否
1283504,半年付（2.4万）,1月房租,-,-,-,无,否
1282267,2月一付,2月房租,-,-,12个月,无,否
1284054,,,,,,无,
1280128,,,,,,无,
1287261,,,,,,无,
1279775,,,,,,无,
872727,半年付（40万）,1月房租,-,-,36个月,无,否
1189594,,,,,,无,
1285310,半年付（9万）,1月房租,-,-,36个月,无,否
391745,半年付（39万）,1月房租,3年,-,-,另签一份,否
1114267,半年付（36万）,3月房租,-,-,120个月,无,否
878644,3月一付,1月房租,-,-,12个月,无,否
1211511,半年付（120万）,2月房租,-,-,96个月,无,否
1005455,3月一付,2月房租,-,-,60个月,另签一份,否
999383,3月一付,2月房租,-,48个月,48个月,继续使用原租约,否
297275,半年付（2.52万）,1月房租,1年,-,-,无,否
1294809,,,,,,无,
1060023,3月一付,1月房租,-,12个月,36个月,继续使用原租约 另签一份,-
1285636,3月一付,2月房租,-,-,12个月,无,否
1070249,半年付（21.6万）,2月房租,-,-,12个月,无,否
1292443,,,,,,无,
1271590,,,,,,无,
1135915,,,,,,无,
1128776,3月一付,1月房租,-,-,36个月,无,否
1285255,,,,,,无,
1210122,半年付（4.5万）,1月房租,-,30个月,36个月,继续使用原租约,否
1283899,半年付（172.2万）,1月房租,-,-,-,无,否
1265433,3月一付,2月房租,-,-,36个月,无,否
1287275,3月一付,1月房租,-,-,12个月,无,否
1017768,,,,,,无,
1257097,3月一付,1月房租,-,8个月,12个月,无,否
1256767,3月一付,3月房租,-,-,36个月,无,否
1232205,半年付（13.2万）,1月房租,-,-,36个月,无,否
1260516,3月一付,1月房租,-,-,36个月,无,否
1198524,,,,,,无,
1283965,半年付（13.5万）,1月房租,-,-,60个月,无,否
1286206,3月一付,1月房租,-,-,36个月,无,否
1244437,3月一付,3月房租,-,42个月,48个月,无,否
1225702,半年付（14.4万）,2月房租,-,-,60个月,无,否
1249723,3月一付,3月房租,-,1个月,36个月,无,否
1274216,3月一付,3月房租,-,26个月,36个月,继续使用原租约,否
1287651,半年付（9万）,1月房租,-,-,-,无,否
1281588,,,,,,无,
1268437,3月一付,3月房租,-,26个月,48个月,无,否
1285760,半年付（13.2万）,2月房租,-,-,36个月,无,否
1286746,,,,,,无,
1284443,3月一付,1月房租,-,-,12个月,无,否
1265690,半年付（20万）,1月房租,-,-,36个月,无,否
1028971,半年付（3.6万）,2月房租,-,-,60个月,无,否
1260809,3月一付,1月房租,-,-,-,无,否
1230948,,,,,,无,
710900,年付,1月房租,3年,-,36个月,无,否
1027622,1月一付,3月房租,-,6个月,12个月,无,否
1294762,,,,,,无,
1297054,,,,,,无,
1297132,,,,,,无,
1271538,半年付（9万）,2月房租,-,-,24个月,无,否
1296409,,,,,,无,
1271584,,,,,,无,
1271703,1月一付,2月房租,-,-,12个月,无,否
1286038,3月一付,1月房租,-,-,36个月,无,否
1277986,3月一付,1月房租,-,-,12个月,无,否
1285041,3月一付,1月房租,-,-,48个月,无,否
1288846,3月一付,2月房租,-,-,12个月,无,否
1067101,3月一付,1月房租,-,-,36个月,另签一份,否
1285272,,,,,,无,
1258764,半年付（6万）,1月房租,-,-,12个月,无,否
1262765,3月一付,3月房租,-,-,36个月,无,否
1285364,,,,,,无,
1286687,年付（60万）,1月房租,-,-,36个月,无,否
1292844,3月一付,2月房租,-,-,12个月,无,否
1280389,半年付（12万）,1月房租,-,-,36个月,无,否
1292688,年付（13万）,1月房租,-,-,12个月,无,否
1287221,3月一付,1月房租,-,-,60个月,无,否
1285926,3月一付,1月房租,-,-,36个月,无,否
1164696,半年付（36万）,2月房租,-,-,24个月,无,否
1280985,3月一付,3月房租,-,-,36个月,无,否
1276704,半年付（25.5万）,150000元,-,-,60个月,无,否
1276312,3月一付,2月房租,-,-,-,无,否
1284483,半年付（65.5万）,2月房租,-,-,36个月,无,否
1282311,3月一付,1月房租,-,-,60个月,无,否
1283294,3月一付,2月房租,-,-,12个月,无,否
1278814,半年付（3万）,1月房租,-,-,12个月,无,否
1287258,半年付（24.72万）,2月房租,-,-,12个月,无,否
1279823,半年付（13.25万）,1月房租,-,-,36个月,无,否
1276103,,,,,,无,
1282121,半年付（9万）,1月房租,-,-,36个月,无,否
1285439,3月一付,1月房租,-,-,12个月,无,否
1284938,半年付（18.6万）,2月房租,-,-,24个月,无,否
1282643,3月一付,2月房租,-,-,36个月,无,否
1283725,3月一付,2月房租,-,-,60个月,无,否
1276016,3月一付,1月房租,-,-,12个月,无,-
1280977,3月一付,1月房租,-,-,36个月,无,否
1297072,3月一付,1月房租,-,-,36个月,无,否
1288769,半年付（11.7万）,2月房租,-,-,12个月,无,否
1276673,3月一付,1月房租,-,-,36个月,无,否
1276251,,,,,,无,
1271842,3月一付,3月房租,-,-,12个月,无,否
1284549,半年付（11.4万）,2月房租,-,-,12个月,无,否
1292709,半年付（25.2万）,1月房租,-,-,12个月,无,否
856231,半年付（21.4万）,1月房租,-,-,36个月,无,否
1294916,半年付（27.9万）,2月房租,-,-,36个月,无,否
1288837,半年付（6.6万）,2月房租,-,-,-,无,否
1278132,半年付（65万）,2月房租,-,-,60个月,无,否
1282161,3月一付,3月房租,-,-,16个月,无,否
1279514,半年付（6万）,1月房租,-,-,-,无,否
1297234,半年付（15万）,1月房租,-,-,-,无,否
1280586,3月一付,1月房租,-,-,36个月,无,否
1282976,,,,,,无,
1284308,3月一付,1月房租,-,-,12个月,无,否
1286052,半年付（9.6万）,2月房租,-,-,24个月,无,否
1296521,半年付（3.9万）,1月房租,-,-,12个月,无,否
1275836,年付（14.4万）,5000元,-,-,36个月,无,否
1171679,3月一付,1月房租,-,7个月,12个月,无,否
1276371,半年付（9.55万）,1月房租,-,-,-,无,否
884792,半年付（97.69万）,2月房租,-,-,36个月,另签一份,否
1279247,3月一付,1月房租,-,-,36个月,无,否
1285253,半年付（30万）,2月房租,-,-,60个月,无,否
1284540,3月一付,2月房租,-,-,12个月,无,否
1283071,1月一付,1月房租,-,-,36个月,无,否
1284491,半年付（27万）,2月房租,-,-,36个月,无,否
1286249,半年付（16.5万）,2月房租,-,-,12个月,无,否
1288366,1月一付,3月房租,-,-,36个月,无,否
1283608,,,,,,无,
1278647,3月一付,1月房租,-,-,36个月,无,否
1197992,半年付（30万）,1月房租,-,36个月,36个月,无,否
1292704,年付（13万）,1月房租,-,-,24个月,无,否
1286216,3月一付,2月房租,-,-,12个月,无,否
1285572,半年付（15万）,1月房租,-,-,30个月,无,否
1297135,3月一付,3月房租,-,-,60个月,无,否
1273041,半年付（38.52万）,2月房租,-,-,-,无,否
1285440,年付（26.4万）,1月房租,-,-,12个月,无,否
1295988,3月一付,1月房租,-,-,12个月,无,否
1279423,3月一付,2月房租,-,-,36个月,无,否
1284489,半年付（9万）,2月房租,-,-,12个月,无,否
1278036,3月一付,2月房租,-,-,36个月,无,否
1275748,半年付（12.42万）,1月房租,-,24个月,36个月,无,否
1276372,半年付（17.5万）,1月房租,-,-,-,无,否
1283709,3月一付,2月房租,-,-,12个月,无,否
1284497,3月一付,2月房租,-,-,36个月,无,否
1292712,半年付（13.25万）,30000元,-,-,-,无,否
1255790,半年付（4.5万）,20000元,-,-,12个月,无,否
1226906,年付（9.6万）,,-,7个月,36个月,无,否
1283526,2月一付,2月房租,-,-,12个月,无,否
1284301,半年付（2.4万）,1月房租,-,-,12个月,无,否
1271869,3月一付,1月房租,-,-,12个月,无,否
1285940,3月一付,1月房租,-,-,12个月,无,否
1255435,3月一付,1月房租,-,99个月,120个月,无,否
1286257,年付（6万）,1月房租,-,-,12个月,无,否
1279337,3月一付,3月房租,-,-,12个月,无,否
1280143,3月一付,1月房租,-,-,-,无,否
1282306,半年付（3万）,1月房租,-,-,24个月,无,否
1286703,年付（17.5万）,1月房租,-,-,36个月,无,否
1275761,3月一付,1月房租,-,-,-,无,否
1272581,3月一付,1月房租,-,-,-,无,否
1280304,3月一付,1月房租,-,-,36个月,无,否
1296574,年付（7.2万）,1月房租,-,-,-,无,否
1286996,半年付（18.96万）,1月房租,-,-,60个月,无,否
1276896,3月一付,3月房租,-,-,24个月,无,否
1284954,3月一付,1月房租,-,-,24个月,无,否
1288288,3月一付,2月房租,-,-,36个月,无,否
1275885,半年付（27万）,1月房租,-,-,60个月,无,-
1286349,半年付（9万）,2月房租,-,-,12个月,无,否
1279244,3月一付,2月房租,-,-,12个月,无,否
1279871,3月一付,2月房租,-,-,60个月,无,否
1279716,3月一付,1月房租,-,-,-,无,否
1282312,3月一付,1月房租,-,-,24个月,无,否
1282139,3月一付,1月房租,-,-,12个月,无,否
1281149,半年付（9万）,1月房租,-,-,-,无,否
1274993,3月一付,3月房租,-,-,12个月,无,否
1283668,半年付（36万）,2月房租,-,-,36个月,无,否
1282476,3月一付,3月房租,-,-,120个月,无,否
1284905,半年付（5.28万）,2月房租,-,-,12个月,无,否
1288642,年付（6万）,1月房租,-,-,12个月,无,否
1296058,半年付（7.2万）,2月房租,-,-,36个月,无,否
1275701,2月一付,2月房租,-,-,12个月,无,否
1285611,半年付（19.8万）,1月房租,-,-,36个月,无,否
1272580,半年付（9万）,2月房租,-,-,-,无,招租早点
1275698,年付（9.6万）,1月房租,-,-,12个月,无,否
1282129,半年付（3万）,1月房租,-,-,12个月,无,否
1281159,3月一付,2月房租,-,-,12个月,无,否
1293120,半年付（5万）,1月房租,-,-,-,无,否
1279122,3月一付,1月房租,-,-,12个月,无,招租早点
1280054,3月一付,2月房租,-,-,12个月,无,否
1251286,3月一付,2月房租,-,96个月,96个月,无,否
1281771,半年付（10.5万）,1月房租,-,-,36个月,无,否
1287977,半年付（10.5万）,1月房租,-,-,36个月,无,否
1204932,,,,,,无,
1286585,,,,,,无,
1286580,,,,,,无,
1225616,,,,,,无,
1286750,半年付（18万）,2月房租,-,-,12个月,无,否
1251869,半年付（23.64万）,2月房租,-,-,36个月,无,否
1227029,1月一付,1月房租,-,-,12个月,无,否
1278555,,,,,,无,
1287970,3月一付,2月房租,-,-,12个月,无,否
1287057,,,,,,无,
945093,年付（7.44万）,1月房租,-,-,36个月,另签一份,否
545085,半年付（3.6万）,1月房租,1年,-,12个月,无,否
1287227,,,,,,无,
1279044,半年付（8万）,2月房租,-,-,36个月,无,否
1287798,,,,,,无,
1283533,,,,,,无,
1287533,,,,,,无,
1287668,,,,,,无,
1276833,,,,,,无,
1286604,,,,,,无,
1285600,,,,,,无,
1286285,,,,,,无,
1281690,半年付（4.5万）,1月房租,-,-,12个月,无,否
1201608,3月一付,3月房租,-,-,60个月,无,否
1282667,,,,,,无,
1283579,,,,,,无,
1190693,1月一付,2月房租,-,-,36个月,无,否
1268760,1月一付,3月房租,-,-,12个月,无,否
1274721,3月一付,3月房租,-,-,60个月,无,否
993301,半年付（11.7万）,1月房租,-,-,24个月,无,否
1211660,3月一付,1月房租,-,-,12个月,无,否
1292736,,,,,,无,
1275000,年付（2万）,1月房租,-,-,12个月,无,否
1285313,半年付（8.28万）,2月房租,-,-,36个月,无,否
1275303,年付（1.8万）,1月房租,-,-,12个月,无,否
1292434,,,,,,无,
1238639,半年付（7.98万）,1月房租,-,5个月,12个月,无,否
1278872,半年付（24.6万）,1月房租,-,-,-,无,否
1235921,半年付（36万）,1月房租,-,-,36个月,无,否
1292658,,,,,,无,
1193354,,,,,,无,
1276160,,,,,,无,
1278734,,,,,,无,
1278727,3月一付,1月房租,-,-,24个月,无,否
1276081,,,,,,无,
1275714,3月一付,2月房租,-,1个月,12个月,无,否
1275882,半年付（18.6万）,1月房租,-,-,-,无,否
1276828,,,,,,无,
1269195,3月一付,1月房租,-,-,36个月,无,否
